"Latest: Time (s)","Latest: Potential 1 (V)","Latest: Potential 2 (V)","Latest: photodiode voltage shifted","Latest: sweep field voltage shifted"
21.05,-2.716,-4.539,0.754,0.971
21.06,-2.713,-4.530,0.757,0.980
21.07,-2.725,-4.530,0.745,0.980
21.08,-2.725,-4.524,0.745,0.986
21.09,-2.716,-4.530,0.754,0.980
21.10,-2.716,-4.521,0.754,0.989
21.11,-2.716,-4.521,0.754,0.989
21.12,-2.713,-4.527,0.757,0.983
21.13,-2.713,-4.527,0.757,0.983
21.14,-2.716,-4.518,0.754,0.992
21.15,-2.723,-4.518,0.747,0.992
21.16,-2.719,-4.518,0.751,0.992
21.17,-2.719,-4.509,0.751,1.001
21.18,-2.716,-4.509,0.754,1.001
21.19,-2.713,-4.515,0.757,0.995
21.20,-2.719,-4.515,0.751,0.995
21.21,-2.716,-4.515,0.754,0.995
21.22,-2.713,-4.509,0.757,1.001
21.23,-2.723,-4.506,0.747,1.004
21.24,-2.716,-4.503,0.754,1.007
21.25,-2.716,-4.500,0.754,1.010
21.26,-2.713,-4.509,0.757,1.001
21.27,-2.716,-4.503,0.754,1.007
21.28,-2.716,-4.506,0.754,1.004
21.29,-2.713,-4.506,0.757,1.004
21.30,-2.728,-4.494,0.742,1.016
21.31,-2.716,-4.494,0.754,1.016
21.32,-2.713,-4.491,0.757,1.019
21.33,-2.711,-4.494,0.759,1.016
21.34,-2.719,-4.500,0.751,1.010
21.35,-2.716,-4.497,0.754,1.013
21.36,-2.713,-4.500,0.757,1.010
21.37,-2.728,-4.488,0.742,1.022
21.38,-2.713,-4.482,0.757,1.028
21.39,-2.713,-4.485,0.757,1.025
21.40,-2.711,-4.482,0.759,1.028
21.41,-2.716,-4.494,0.754,1.016
21.42,-2.713,-4.485,0.757,1.025
21.43,-2.719,-4.491,0.751,1.019
21.44,-2.723,-4.479,0.747,1.031
21.45,-2.713,-4.476,0.757,1.034
21.46,-2.711,-4.485,0.759,1.025
21.47,-2.713,-4.479,0.757,1.031
21.48,-2.716,-4.482,0.754,1.028
21.49,-2.713,-4.476,0.757,1.034
21.50,-2.723,-4.476,0.747,1.034
21.51,-2.716,-4.470,0.754,1.040
21.52,-2.713,-4.470,0.757,1.040
21.53,-2.711,-4.470,0.759,1.040
21.54,-2.719,-4.476,0.751,1.034
21.55,-2.716,-4.470,0.754,1.040
21.56,-2.719,-4.467,0.751,1.043
21.57,-2.713,-4.464,0.757,1.046
21.58,-2.713,-4.458,0.757,1.052
21.59,-2.713,-4.458,0.757,1.052
21.60,-2.713,-4.476,0.757,1.034
21.61,-2.719,-4.461,0.751,1.049
21.62,-2.723,-4.458,0.747,1.052
21.63,-2.716,-4.461,0.754,1.049
21.64,-2.716,-4.455,0.754,1.055
21.65,-2.716,-4.452,0.754,1.058
21.66,-2.713,-4.455,0.757,1.055
21.67,-2.713,-4.455,0.757,1.055
21.68,-2.728,-4.458,0.742,1.052
21.69,-2.719,-4.449,0.751,1.061
21.70,-2.713,-4.458,0.757,1.052
21.71,-2.716,-4.443,0.754,1.067
21.72,-2.716,-4.452,0.754,1.058
21.73,-2.713,-4.461,0.757,1.049
21.74,-2.719,-4.446,0.751,1.064
21.75,-2.719,-4.446,0.751,1.064
21.76,-2.713,-4.437,0.757,1.073
21.77,-2.711,-4.443,0.759,1.067
21.78,-2.719,-4.446,0.751,1.064
21.79,-2.713,-4.443,0.757,1.067
21.80,-2.716,-4.446,0.754,1.064
21.81,-2.723,-4.434,0.747,1.076
21.82,-2.713,-4.431,0.757,1.079
21.83,-2.711,-4.437,0.759,1.073
21.84,-2.711,-4.434,0.759,1.076
21.85,-2.719,-4.434,0.751,1.076
21.86,-2.723,-4.434,0.747,1.076
21.87,-2.711,-4.434,0.759,1.076
21.88,-2.716,-4.422,0.754,1.088
21.89,-2.716,-4.419,0.754,1.091
21.90,-2.711,-4.440,0.759,1.070
21.91,-2.719,-4.422,0.751,1.088
21.92,-2.723,-4.422,0.747,1.088
21.93,-2.711,-4.419,0.759,1.091
21.94,-2.711,-4.419,0.759,1.091
21.95,-2.716,-4.422,0.754,1.088
21.96,-2.713,-4.422,0.757,1.088
21.97,-2.716,-4.425,0.754,1.085
21.98,-2.716,-4.413,0.754,1.097
21.99,-2.713,-4.410,0.757,1.100
22.00,-2.711,-4.419,0.759,1.091
22.01,-2.713,-4.416,0.757,1.094
22.02,-2.719,-4.410,0.751,1.100
22.03,-2.719,-4.407,0.751,1.103
22.04,-2.711,-4.407,0.759,1.103
22.05,-2.716,-4.404,0.754,1.106
22.06,-2.711,-4.410,0.759,1.100
22.07,-2.711,-4.413,0.759,1.097
22.08,-2.728,-4.404,0.742,1.106
22.09,-2.711,-4.401,0.759,1.109
22.10,-2.713,-4.407,0.757,1.103
22.11,-2.713,-4.401,0.757,1.109
22.12,-2.716,-4.401,0.754,1.109
22.13,-2.723,-4.398,0.747,1.112
22.14,-2.713,-4.398,0.757,1.112
22.15,-2.716,-4.389,0.754,1.121
22.16,-2.713,-4.392,0.757,1.118
22.17,-2.711,-4.410,0.759,1.100
22.18,-2.725,-4.392,0.745,1.118
22.19,-2.716,-4.386,0.754,1.124
22.20,-2.711,-4.395,0.759,1.115
22.21,-2.711,-4.383,0.759,1.127
22.22,-2.713,-4.392,0.757,1.118
22.23,-2.713,-4.386,0.757,1.124
22.24,-2.716,-4.386,0.754,1.124
22.25,-2.716,-4.377,0.754,1.133
22.26,-2.713,-4.374,0.757,1.136
22.27,-2.711,-4.398,0.759,1.112
22.28,-2.725,-4.377,0.745,1.133
22.29,-2.719,-4.374,0.751,1.136
22.30,-2.711,-4.383,0.759,1.127
22.31,-2.711,-4.371,0.759,1.139
22.32,-2.716,-4.380,0.754,1.130
22.33,-2.713,-4.371,0.757,1.139
22.34,-2.716,-4.374,0.754,1.136
22.35,-2.716,-4.365,0.754,1.145
22.36,-2.713,-4.365,0.757,1.145
22.37,-2.711,-4.386,0.759,1.124
22.38,-2.725,-4.365,0.745,1.145
22.39,-2.716,-4.362,0.754,1.148
22.40,-2.711,-4.371,0.759,1.139
22.41,-2.707,-4.359,0.763,1.151
22.42,-2.716,-4.365,0.754,1.145
22.43,-2.719,-4.362,0.751,1.148
22.44,-2.707,-4.362,0.763,1.148
22.45,-2.716,-4.356,0.754,1.154
22.46,-2.713,-4.359,0.757,1.151
22.47,-2.711,-4.365,0.759,1.145
22.48,-2.728,-4.356,0.742,1.154
22.49,-2.713,-4.350,0.757,1.160
22.50,-2.707,-4.359,0.763,1.151
22.51,-2.713,-4.362,0.757,1.148
22.52,-2.719,-4.350,0.751,1.160
22.53,-2.711,-4.347,0.759,1.163
22.54,-2.711,-4.344,0.759,1.166
22.55,-2.716,-4.347,0.754,1.163
22.56,-2.711,-4.347,0.759,1.163
22.57,-2.719,-4.350,0.751,1.160
22.58,-2.716,-4.338,0.754,1.172
22.59,-2.713,-4.332,0.757,1.178
22.60,-2.711,-4.362,0.759,1.148
22.61,-2.725,-4.341,0.745,1.169
22.62,-2.713,-4.335,0.757,1.175
22.63,-2.711,-4.341,0.759,1.169
22.64,-2.713,-4.338,0.757,1.172
22.65,-2.716,-4.335,0.754,1.175
22.66,-2.719,-4.332,0.751,1.178
22.67,-2.711,-4.329,0.759,1.181
22.68,-2.716,-4.326,0.754,1.184
22.69,-2.713,-4.335,0.757,1.175
22.70,-2.719,-4.338,0.751,1.172
22.71,-2.716,-4.323,0.754,1.187
22.72,-2.713,-4.320,0.757,1.190
22.73,-2.713,-4.338,0.757,1.172
22.74,-2.719,-4.323,0.751,1.187
22.75,-2.716,-4.317,0.754,1.193
22.76,-2.711,-4.323,0.759,1.187
22.77,-2.711,-4.320,0.759,1.190
22.78,-2.716,-4.317,0.754,1.193
22.79,-2.716,-4.314,0.754,1.196
22.80,-2.711,-4.317,0.759,1.193
22.81,-2.716,-4.311,0.754,1.199
22.82,-2.711,-4.317,0.759,1.193
22.83,-2.716,-4.320,0.754,1.190
22.84,-2.716,-4.308,0.754,1.202
22.85,-2.713,-4.305,0.757,1.205
22.86,-2.711,-4.323,0.759,1.187
22.87,-2.725,-4.305,0.745,1.205
22.88,-2.713,-4.302,0.757,1.208
22.89,-2.711,-4.299,0.759,1.211
22.90,-2.711,-4.308,0.759,1.202
22.91,-2.719,-4.302,0.751,1.208
22.92,-2.711,-4.299,0.759,1.211
22.93,-2.707,-4.302,0.763,1.208
22.94,-2.719,-4.302,0.751,1.208
22.95,-2.719,-4.296,0.751,1.214
22.96,-2.711,-4.302,0.759,1.208
22.97,-2.716,-4.293,0.754,1.217
22.98,-2.713,-4.296,0.757,1.214
22.99,-2.713,-4.302,0.757,1.208
23.00,-2.713,-4.287,0.757,1.223
23.01,-2.713,-4.284,0.757,1.226
23.02,-2.711,-4.299,0.759,1.211
23.03,-2.716,-4.287,0.754,1.223
23.04,-2.713,-4.281,0.757,1.229
23.05,-2.711,-4.284,0.759,1.226
23.06,-2.713,-4.290,0.757,1.220
23.07,-2.725,-4.287,0.745,1.223
23.08,-2.711,-4.276,0.759,1.234
23.09,-2.711,-4.287,0.759,1.223
23.10,-2.716,-4.290,0.754,1.220
23.11,-2.716,-4.278,0.754,1.232
23.12,-2.711,-4.281,0.759,1.229
23.13,-2.713,-4.269,0.757,1.241
23.14,-2.713,-4.278,0.757,1.232
23.15,-2.716,-4.276,0.754,1.234
23.16,-2.707,-4.267,0.763,1.243
23.17,-2.713,-4.267,0.757,1.243
23.18,-2.711,-4.272,0.759,1.238
23.19,-2.716,-4.267,0.754,1.243
23.20,-2.713,-4.263,0.757,1.247
23.21,-2.707,-4.263,0.763,1.247
23.22,-2.707,-4.276,0.763,1.234
23.23,-2.728,-4.263,0.742,1.247
23.24,-2.716,-4.260,0.754,1.250
23.25,-2.711,-4.272,0.759,1.238
23.26,-2.716,-4.257,0.754,1.253
23.27,-2.716,-4.257,0.754,1.253
23.28,-2.711,-4.260,0.759,1.250
23.29,-2.713,-4.257,0.757,1.253
23.30,-2.719,-4.255,0.751,1.255
23.31,-2.707,-4.251,0.763,1.259
23.32,-2.707,-4.248,0.763,1.262
23.33,-2.716,-4.257,0.754,1.253
23.34,-2.719,-4.248,0.751,1.262
23.35,-2.707,-4.251,0.763,1.259
23.36,-2.716,-4.251,0.754,1.259
23.37,-2.711,-4.246,0.759,1.264
23.38,-2.716,-4.255,0.754,1.255
23.39,-2.716,-4.243,0.754,1.267
23.40,-2.713,-4.246,0.757,1.264
23.41,-2.716,-4.251,0.754,1.259
23.42,-2.713,-4.237,0.757,1.273
23.43,-2.711,-4.237,0.759,1.273
23.44,-2.707,-4.248,0.763,1.262
23.45,-2.725,-4.234,0.745,1.276
23.46,-2.711,-4.230,0.759,1.280
23.47,-2.707,-4.239,0.763,1.271
23.48,-2.713,-4.230,0.757,1.280
23.49,-2.711,-4.227,0.759,1.283
23.50,-2.711,-4.227,0.759,1.283
23.51,-2.707,-4.239,0.763,1.271
23.52,-2.723,-4.225,0.747,1.285
23.53,-2.707,-4.222,0.763,1.288
23.54,-2.711,-4.239,0.759,1.271
23.55,-2.716,-4.222,0.754,1.288
23.56,-2.713,-4.218,0.757,1.292
23.57,-2.707,-4.227,0.763,1.283
23.58,-2.716,-4.227,0.754,1.283
23.59,-2.719,-4.218,0.751,1.292
23.60,-2.711,-4.222,0.759,1.288
23.61,-2.713,-4.216,0.757,1.294
23.62,-2.713,-4.218,0.757,1.292
23.63,-2.711,-4.213,0.759,1.297
23.64,-2.707,-4.207,0.763,1.303
23.65,-2.713,-4.216,0.757,1.294
23.66,-2.719,-4.207,0.751,1.303
23.67,-2.707,-4.210,0.763,1.300
23.68,-2.716,-4.213,0.754,1.297
23.69,-2.716,-4.210,0.754,1.300
23.70,-2.707,-4.213,0.763,1.297
23.71,-2.716,-4.204,0.754,1.306
23.72,-2.711,-4.207,0.759,1.303
23.73,-2.713,-4.207,0.757,1.303
23.74,-2.716,-4.198,0.754,1.312
23.75,-2.713,-4.207,0.757,1.303
23.76,-2.716,-4.207,0.754,1.303
23.77,-2.713,-4.192,0.757,1.318
23.78,-2.713,-4.204,0.757,1.306
23.79,-2.713,-4.204,0.757,1.306
23.80,-2.711,-4.192,0.759,1.318
23.81,-2.711,-4.189,0.759,1.321
23.82,-2.711,-4.195,0.759,1.315
23.83,-2.716,-4.189,0.754,1.321
23.84,-2.713,-4.186,0.757,1.324
23.85,-2.711,-4.195,0.759,1.315
23.86,-2.716,-4.192,0.754,1.318
23.87,-2.716,-4.183,0.754,1.327
23.88,-2.711,-4.189,0.759,1.321
23.89,-2.713,-4.192,0.757,1.318
23.90,-2.716,-4.177,0.754,1.333
23.91,-2.713,-4.174,0.757,1.336
23.92,-2.704,-4.189,0.766,1.321
23.93,-2.716,-4.174,0.754,1.336
23.94,-2.713,-4.165,0.757,1.345
23.95,-2.711,-4.192,0.759,1.318
23.96,-2.725,-4.171,0.745,1.339
23.97,-2.711,-4.165,0.759,1.345
23.98,-2.711,-4.180,0.759,1.330
23.99,-2.716,-4.165,0.754,1.345
24.00,-2.711,-4.162,0.759,1.348
24.01,-2.711,-4.168,0.759,1.342
24.02,-2.713,-4.162,0.757,1.348
24.03,-2.713,-4.159,0.757,1.351
24.04,-2.707,-4.156,0.763,1.354
24.05,-2.707,-4.171,0.763,1.339
24.06,-2.716,-4.153,0.754,1.357
24.07,-2.711,-4.150,0.759,1.360
24.08,-2.704,-4.171,0.766,1.339
24.09,-2.716,-4.147,0.754,1.363
24.10,-2.713,-4.147,0.757,1.363
24.11,-2.707,-4.165,0.763,1.345
24.12,-2.723,-4.147,0.747,1.363
24.13,-2.711,-4.147,0.759,1.363
24.14,-2.707,-4.159,0.763,1.351
24.15,-2.719,-4.144,0.751,1.366
24.16,-2.711,-4.141,0.759,1.369
24.17,-2.707,-4.150,0.763,1.360
24.18,-2.716,-4.141,0.754,1.369
24.19,-2.713,-4.135,0.757,1.375
24.20,-2.711,-4.144,0.759,1.366
24.21,-2.716,-4.141,0.754,1.369
24.22,-2.713,-4.132,0.757,1.378
24.23,-2.711,-4.141,0.759,1.369
24.24,-2.716,-4.141,0.754,1.369
24.25,-2.716,-4.129,0.754,1.381
24.26,-2.711,-4.135,0.759,1.375
24.27,-2.716,-4.141,0.754,1.369
24.28,-2.716,-4.126,0.754,1.384
24.29,-2.711,-4.132,0.759,1.378
24.30,-2.716,-4.135,0.754,1.375
24.31,-2.713,-4.123,0.757,1.387
24.32,-2.711,-4.126,0.759,1.384
24.33,-2.716,-4.132,0.754,1.378
24.34,-2.713,-4.117,0.757,1.393
24.35,-2.713,-4.123,0.757,1.387
24.36,-2.716,-4.126,0.754,1.384
24.37,-2.711,-4.111,0.759,1.399
24.38,-2.713,-4.123,0.757,1.387
24.39,-2.716,-4.117,0.754,1.393
24.40,-2.704,-4.111,0.766,1.399
24.41,-2.713,-4.117,0.757,1.393
24.42,-2.716,-4.114,0.754,1.396
24.43,-2.704,-4.111,0.766,1.399
24.44,-2.713,-4.117,0.757,1.393
24.45,-2.719,-4.108,0.751,1.402
24.46,-2.704,-4.111,0.766,1.399
24.47,-2.716,-4.111,0.754,1.399
24.48,-2.719,-4.099,0.751,1.411
24.49,-2.704,-4.111,0.766,1.399
24.50,-2.716,-4.108,0.754,1.402
24.51,-2.716,-4.099,0.754,1.411
24.52,-2.707,-4.108,0.763,1.402
24.53,-2.716,-4.102,0.754,1.408
24.54,-2.716,-4.096,0.754,1.414
24.55,-2.707,-4.102,0.763,1.408
24.56,-2.713,-4.096,0.757,1.414
24.57,-2.711,-4.087,0.759,1.423
24.58,-2.707,-4.096,0.763,1.414
24.59,-2.713,-4.087,0.757,1.423
24.60,-2.711,-4.087,0.759,1.423
24.61,-2.707,-4.096,0.763,1.414
24.62,-2.713,-4.087,0.757,1.423
24.63,-2.711,-4.084,0.759,1.426
24.64,-2.707,-4.090,0.763,1.420
24.65,-2.716,-4.084,0.754,1.426
24.66,-2.713,-4.078,0.757,1.432
24.67,-2.707,-4.090,0.763,1.420
24.68,-2.716,-4.081,0.754,1.429
24.69,-2.713,-4.075,0.757,1.435
24.70,-2.711,-4.084,0.759,1.426
24.71,-2.713,-4.081,0.757,1.429
24.72,-2.716,-4.075,0.754,1.435
24.73,-2.711,-4.075,0.759,1.435
24.74,-2.707,-4.075,0.763,1.435
24.75,-2.716,-4.072,0.754,1.438
24.76,-2.716,-4.072,0.754,1.438
24.77,-2.707,-4.075,0.763,1.435
24.78,-2.716,-4.075,0.754,1.435
24.79,-2.716,-4.063,0.754,1.447
24.80,-2.707,-4.072,0.763,1.438
24.81,-2.713,-4.069,0.757,1.441
24.82,-2.716,-4.060,0.754,1.450
24.83,-2.704,-4.069,0.766,1.441
24.84,-2.713,-4.060,0.757,1.450
24.85,-2.711,-4.054,0.759,1.456
24.86,-2.704,-4.066,0.766,1.444
24.87,-2.713,-4.054,0.757,1.456
24.88,-2.711,-4.051,0.759,1.459
24.89,-2.707,-4.060,0.763,1.450
24.90,-2.716,-4.051,0.754,1.459
24.91,-2.713,-4.048,0.757,1.462
24.92,-2.704,-4.054,0.766,1.456
24.93,-2.713,-4.051,0.757,1.459
24.94,-2.716,-4.045,0.754,1.465
24.95,-2.713,-4.051,0.757,1.459
24.96,-2.707,-4.051,0.763,1.459
24.97,-2.716,-4.048,0.754,1.462
24.98,-2.716,-4.042,0.754,1.468
24.99,-2.711,-4.048,0.759,1.462
25.00,-2.716,-4.045,0.754,1.465
25.01,-2.713,-4.036,0.757,1.474
25.02,-2.707,-4.045,0.763,1.465
25.03,-2.719,-4.039,0.751,1.471
25.04,-2.707,-4.036,0.763,1.474
25.05,-2.711,-4.051,0.759,1.459
25.06,-2.728,-4.033,0.742,1.477
25.07,-2.713,-4.027,0.757,1.483
25.08,-2.711,-4.045,0.759,1.465
25.09,-2.713,-4.027,0.757,1.483
25.10,-2.711,-4.024,0.759,1.486
25.11,-2.713,-4.036,0.757,1.474
25.12,-2.713,-4.024,0.757,1.486
25.13,-2.711,-4.030,0.759,1.480
25.14,-2.716,-4.027,0.754,1.483
25.15,-2.713,-4.018,0.757,1.492
25.16,-2.713,-4.024,0.757,1.486
25.17,-2.707,-4.024,0.763,1.486
25.18,-2.713,-4.021,0.757,1.489
25.19,-2.719,-4.015,0.751,1.495
25.20,-2.707,-4.015,0.763,1.495
25.21,-2.711,-4.015,0.759,1.495
25.22,-2.711,-4.012,0.759,1.498
25.23,-2.711,-4.018,0.759,1.492
25.24,-2.716,-4.009,0.754,1.501
25.25,-2.713,-4.006,0.757,1.504
25.26,-2.711,-4.012,0.759,1.498
25.27,-2.711,-4.006,0.759,1.504
25.28,-2.713,-4.000,0.757,1.510
25.29,-2.716,-4.003,0.754,1.507
25.30,-2.711,-4.003,0.759,1.507
25.31,-2.713,-4.006,0.757,1.504
25.32,-2.711,-4.000,0.759,1.510
25.33,-2.711,-4.000,0.759,1.510
25.34,-2.719,-4.000,0.751,1.510
25.35,-2.707,-3.997,0.763,1.513
25.36,-2.711,-4.000,0.759,1.510
25.37,-2.713,-3.994,0.757,1.516
25.38,-2.711,-3.997,0.759,1.513
25.39,-2.716,-3.994,0.754,1.516
25.40,-2.716,-3.988,0.754,1.522
25.41,-2.711,-3.991,0.759,1.519
25.42,-2.704,-3.991,0.766,1.519
25.43,-2.716,-3.994,0.754,1.516
25.44,-2.716,-3.988,0.754,1.522
25.45,-2.707,-3.991,0.763,1.519
25.46,-2.716,-3.988,0.754,1.522
25.47,-2.711,-3.982,0.759,1.528
25.48,-2.707,-3.991,0.763,1.519
25.49,-2.725,-3.979,0.745,1.531
25.50,-2.711,-3.976,0.759,1.534
25.51,-2.711,-3.985,0.759,1.525
25.52,-2.716,-3.973,0.754,1.537
25.53,-2.711,-3.985,0.759,1.525
25.54,-2.713,-3.982,0.757,1.528
25.55,-2.716,-3.973,0.754,1.537
25.56,-2.716,-3.973,0.754,1.537
25.57,-2.707,-3.979,0.763,1.531
25.58,-2.716,-3.973,0.754,1.537
25.59,-2.711,-3.967,0.759,1.543
25.60,-2.711,-3.982,0.759,1.528
25.61,-2.728,-3.967,0.742,1.543
25.62,-2.711,-3.958,0.759,1.552
25.63,-2.713,-3.973,0.757,1.537
25.64,-2.716,-3.958,0.754,1.552
25.65,-2.711,-3.967,0.759,1.543
25.66,-2.707,-3.967,0.763,1.543
25.67,-2.716,-3.964,0.754,1.546
25.68,-2.723,-3.958,0.747,1.552
25.69,-2.711,-3.961,0.759,1.549
25.70,-2.716,-3.955,0.754,1.555
25.71,-2.711,-3.952,0.759,1.558
25.72,-2.711,-3.970,0.759,1.540
25.73,-2.716,-3.952,0.754,1.558
25.74,-2.711,-3.952,0.759,1.558
25.75,-2.716,-3.961,0.754,1.549
25.76,-2.716,-3.946,0.754,1.564
25.77,-2.713,-3.946,0.757,1.564
25.78,-2.711,-3.955,0.759,1.555
25.79,-2.716,-3.952,0.754,1.558
25.80,-2.713,-3.940,0.757,1.570
25.81,-2.711,-3.955,0.759,1.555
25.82,-2.728,-3.940,0.742,1.570
25.83,-2.711,-3.937,0.759,1.573
25.84,-2.711,-3.949,0.759,1.561
25.85,-2.716,-3.931,0.754,1.579
25.86,-2.713,-3.943,0.757,1.567
25.87,-2.711,-3.940,0.759,1.570
25.88,-2.716,-3.940,0.754,1.570
25.89,-2.723,-3.931,0.747,1.579
25.90,-2.707,-3.934,0.763,1.576
25.91,-2.719,-3.931,0.751,1.579
25.92,-2.711,-3.928,0.759,1.582
25.93,-2.711,-3.937,0.759,1.573
25.94,-2.716,-3.925,0.754,1.585
25.95,-2.711,-3.931,0.759,1.579
25.96,-2.713,-3.931,0.757,1.579
25.97,-2.716,-3.925,0.754,1.585
25.98,-2.723,-3.919,0.747,1.591
25.99,-2.707,-3.925,0.763,1.585
26.00,-2.723,-3.919,0.747,1.591
26.01,-2.713,-3.913,0.757,1.597
26.02,-2.711,-3.931,0.759,1.579
26.03,-2.716,-3.910,0.754,1.600
26.04,-2.713,-3.919,0.757,1.591
26.05,-2.713,-3.919,0.757,1.591
26.06,-2.716,-3.910,0.754,1.600
26.07,-2.723,-3.910,0.747,1.600
26.08,-2.711,-3.913,0.759,1.597
26.09,-2.719,-3.910,0.751,1.600
26.10,-2.711,-3.904,0.759,1.606
26.11,-2.711,-3.919,0.759,1.591
26.12,-2.716,-3.901,0.754,1.609
26.13,-2.713,-3.907,0.757,1.603
26.14,-2.711,-3.907,0.759,1.603
26.15,-2.716,-3.907,0.754,1.603
26.16,-2.719,-3.895,0.751,1.615
26.17,-2.707,-3.907,0.763,1.603
26.18,-2.723,-3.895,0.747,1.615
26.19,-2.711,-3.892,0.759,1.618
26.20,-2.711,-3.907,0.759,1.603
26.21,-2.716,-3.889,0.754,1.621
26.22,-2.713,-3.895,0.757,1.615
26.23,-2.711,-3.898,0.759,1.612
26.24,-2.716,-3.895,0.754,1.615
26.25,-2.711,-3.886,0.759,1.624
26.26,-2.707,-3.901,0.763,1.609
26.27,-2.719,-3.886,0.751,1.624
26.28,-2.711,-3.886,0.759,1.624
26.29,-2.716,-3.892,0.754,1.618
26.30,-2.716,-3.877,0.754,1.633
26.31,-2.716,-3.883,0.754,1.627
26.32,-2.707,-3.886,0.763,1.624
26.33,-2.719,-3.880,0.751,1.630
26.34,-2.711,-3.871,0.759,1.639
26.35,-2.711,-3.886,0.759,1.624
26.36,-2.716,-3.871,0.754,1.639
26.37,-2.711,-3.877,0.759,1.633
26.38,-2.711,-3.883,0.759,1.627
26.39,-2.716,-3.874,0.754,1.636
26.40,-2.713,-3.868,0.757,1.642
26.41,-2.711,-3.886,0.759,1.624
26.42,-2.725,-3.865,0.745,1.645
26.43,-2.711,-3.868,0.759,1.642
26.44,-2.716,-3.871,0.754,1.639
26.45,-2.716,-3.859,0.754,1.651
26.46,-2.716,-3.865,0.754,1.645
26.47,-2.711,-3.865,0.759,1.645
26.48,-2.725,-3.862,0.745,1.648
26.49,-2.711,-3.856,0.759,1.654
26.50,-2.707,-3.862,0.763,1.648
26.51,-2.716,-3.856,0.754,1.654
26.52,-2.711,-3.859,0.759,1.651
26.53,-2.704,-3.859,0.766,1.651
26.54,-2.716,-3.859,0.754,1.651
26.55,-2.711,-3.847,0.759,1.663
26.56,-2.707,-3.862,0.763,1.648
26.57,-2.713,-3.844,0.757,1.666
26.58,-2.711,-3.853,0.759,1.657
26.59,-2.707,-3.847,0.763,1.663
26.60,-2.713,-3.850,0.757,1.660
26.61,-2.711,-3.844,0.759,1.666
26.62,-2.707,-3.847,0.763,1.663
26.63,-2.716,-3.838,0.754,1.672
26.64,-2.707,-3.844,0.763,1.666
26.65,-2.716,-3.835,0.754,1.675
26.66,-2.713,-3.841,0.757,1.669
26.67,-2.716,-3.835,0.754,1.675
26.68,-2.711,-3.832,0.759,1.678
26.69,-2.723,-3.835,0.747,1.675
26.70,-2.707,-3.832,0.763,1.678
26.71,-2.719,-3.829,0.751,1.681
26.72,-2.711,-3.832,0.759,1.678
26.73,-2.716,-3.832,0.754,1.678
26.74,-2.713,-3.823,0.757,1.687
26.75,-2.719,-3.826,0.751,1.684
26.76,-2.707,-3.829,0.763,1.681
26.77,-2.723,-3.826,0.747,1.684
26.78,-2.711,-3.820,0.759,1.690
26.79,-2.716,-3.829,0.754,1.681
26.80,-2.713,-3.817,0.757,1.693
26.81,-2.719,-3.820,0.751,1.690
26.82,-2.707,-3.823,0.763,1.687
26.83,-2.723,-3.820,0.747,1.690
26.84,-2.711,-3.811,0.759,1.699
26.85,-2.716,-3.823,0.754,1.687
26.86,-2.713,-3.808,0.757,1.702
26.87,-2.716,-3.814,0.754,1.696
26.88,-2.707,-3.817,0.763,1.693
26.89,-2.723,-3.808,0.747,1.702
26.90,-2.711,-3.805,0.759,1.705
26.91,-2.713,-3.817,0.757,1.693
26.92,-2.716,-3.805,0.754,1.705
26.93,-2.716,-3.805,0.754,1.705
26.94,-2.707,-3.811,0.763,1.699
26.95,-2.723,-3.805,0.747,1.705
26.96,-2.711,-3.796,0.759,1.714
26.97,-2.716,-3.808,0.754,1.702
26.98,-2.713,-3.793,0.757,1.717
26.99,-2.716,-3.796,0.754,1.714
27.00,-2.707,-3.799,0.763,1.711
27.01,-2.725,-3.793,0.745,1.717
27.02,-2.707,-3.790,0.763,1.720
27.03,-2.716,-3.796,0.754,1.714
27.04,-2.713,-3.784,0.757,1.726
27.05,-2.716,-3.787,0.754,1.723
27.06,-2.707,-3.784,0.763,1.726
27.07,-2.716,-3.775,0.754,1.735
27.08,-2.707,-3.793,0.763,1.717
27.09,-2.713,-3.775,0.757,1.735
27.10,-2.713,-3.775,0.757,1.735
27.11,-2.711,-3.773,0.759,1.737
27.12,-2.711,-3.787,0.759,1.723
27.13,-2.711,-3.769,0.759,1.741
27.14,-2.707,-3.793,0.763,1.717
27.15,-2.707,-3.763,0.763,1.747
27.16,-2.713,-3.787,0.757,1.723
27.17,-2.711,-3.773,0.759,1.737
27.18,-2.713,-3.766,0.757,1.744
27.19,-2.707,-3.763,0.763,1.747
27.20,-2.711,-3.773,0.759,1.737
27.21,-2.713,-3.761,0.757,1.749
27.22,-2.713,-3.763,0.757,1.747
27.23,-2.704,-3.766,0.766,1.744
27.24,-2.719,-3.757,0.751,1.753
27.25,-2.707,-3.752,0.763,1.758
27.26,-2.716,-3.763,0.754,1.747
27.27,-2.716,-3.752,0.754,1.758
27.28,-2.716,-3.752,0.754,1.758
27.29,-2.707,-3.761,0.763,1.749
27.30,-2.719,-3.749,0.751,1.761
27.31,-2.707,-3.757,0.763,1.753
27.32,-2.711,-3.749,0.759,1.761
27.33,-2.713,-3.752,0.757,1.758
27.34,-2.707,-3.740,0.763,1.770
27.35,-2.704,-3.752,0.766,1.758
27.36,-2.711,-3.740,0.759,1.770
27.37,-2.711,-3.743,0.759,1.767
