"Latest: Time (s)","Latest: Potential 1 (V)","Latest: Potential 2 (V)","Latest: photodiode voltage shifted","Latest: sweep field voltage shifted"
27.38,-2.704,-3.740,0.766,1.770
27.39,-2.713,-3.740,0.757,1.770
27.40,-2.707,-3.733,0.763,1.777
27.41,-2.713,-3.736,0.757,1.774
27.42,-2.711,-3.731,0.759,1.779
27.43,-2.716,-3.736,0.754,1.774
27.44,-2.707,-3.728,0.763,1.782
27.45,-2.723,-3.728,0.747,1.782
27.46,-2.707,-3.736,0.763,1.774
27.47,-2.713,-3.728,0.757,1.782
27.48,-2.711,-3.733,0.759,1.777
27.49,-2.704,-3.733,0.766,1.777
27.50,-2.713,-3.728,0.757,1.782
27.51,-2.711,-3.719,0.759,1.791
27.52,-2.707,-3.733,0.763,1.777
27.53,-2.713,-3.719,0.757,1.791
27.54,-2.716,-3.724,0.754,1.786
27.55,-2.704,-3.728,0.766,1.782
27.56,-2.728,-3.716,0.742,1.794
27.57,-2.704,-3.713,0.766,1.797
27.58,-2.713,-3.724,0.757,1.786
27.59,-2.716,-3.719,0.754,1.791
27.60,-2.711,-3.713,0.759,1.797
27.61,-2.704,-3.722,0.766,1.788
27.62,-2.711,-3.710,0.759,1.800
27.63,-2.707,-3.710,0.763,1.800
27.64,-2.704,-3.710,0.766,1.800
27.65,-2.719,-3.713,0.751,1.797
27.66,-2.704,-3.701,0.766,1.809
27.67,-2.716,-3.703,0.754,1.807
27.68,-2.711,-3.710,0.759,1.800
27.69,-2.704,-3.701,0.766,1.809
27.70,-2.707,-3.710,0.763,1.800
27.71,-2.707,-3.698,0.763,1.812
27.72,-2.704,-3.710,0.766,1.800
27.73,-2.711,-3.695,0.759,1.815
27.74,-2.719,-3.698,0.751,1.812
27.75,-2.704,-3.701,0.766,1.809
27.76,-2.723,-3.692,0.747,1.818
27.77,-2.711,-3.695,0.759,1.815
27.78,-2.711,-3.698,0.759,1.812
27.79,-2.716,-3.698,0.754,1.812
27.80,-2.711,-3.686,0.759,1.824
27.81,-2.707,-3.698,0.763,1.812
27.82,-2.716,-3.680,0.754,1.830
27.83,-2.716,-3.686,0.754,1.824
27.84,-2.707,-3.692,0.763,1.818
27.85,-2.725,-3.680,0.745,1.830
27.86,-2.707,-3.689,0.763,1.821
27.87,-2.704,-3.683,0.766,1.827
27.88,-2.716,-3.686,0.754,1.824
27.89,-2.707,-3.677,0.763,1.833
27.90,-2.707,-3.680,0.763,1.830
27.91,-2.711,-3.671,0.759,1.839
27.92,-2.716,-3.674,0.754,1.836
27.93,-2.704,-3.677,0.766,1.833
27.94,-2.711,-3.668,0.759,1.842
27.95,-2.707,-3.680,0.763,1.830
27.96,-2.704,-3.668,0.766,1.842
27.97,-2.713,-3.668,0.757,1.842
27.98,-2.704,-3.671,0.766,1.839
27.99,-2.719,-3.668,0.751,1.842
28.00,-2.711,-3.665,0.759,1.845
28.01,-2.711,-3.671,0.759,1.839
28.02,-2.713,-3.668,0.757,1.842
28.03,-2.707,-3.659,0.763,1.851
28.04,-2.704,-3.668,0.766,1.842
28.05,-2.713,-3.653,0.757,1.857
28.06,-2.716,-3.659,0.754,1.851
28.07,-2.704,-3.668,0.766,1.842
28.08,-2.713,-3.653,0.757,1.857
28.09,-2.707,-3.662,0.763,1.848
28.10,-2.704,-3.659,0.766,1.851
28.11,-2.716,-3.656,0.754,1.854
28.12,-2.704,-3.644,0.766,1.866
28.13,-2.716,-3.650,0.754,1.860
28.14,-2.713,-3.653,0.757,1.857
28.15,-2.704,-3.641,0.766,1.869
28.16,-2.704,-3.647,0.766,1.863
28.17,-2.707,-3.641,0.763,1.869
28.18,-2.716,-3.644,0.754,1.866
28.19,-2.711,-3.641,0.759,1.869
28.20,-2.711,-3.638,0.759,1.872
28.21,-2.704,-3.653,0.766,1.857
28.22,-2.713,-3.635,0.757,1.875
28.23,-2.713,-3.638,0.757,1.872
28.24,-2.704,-3.641,0.766,1.869
28.25,-2.716,-3.632,0.754,1.878
28.26,-2.711,-3.638,0.759,1.872
28.27,-2.704,-3.638,0.766,1.872
28.28,-2.716,-3.632,0.754,1.878
28.29,-2.707,-3.626,0.763,1.884
28.30,-2.716,-3.635,0.754,1.875
28.31,-2.716,-3.632,0.754,1.878
28.32,-2.704,-3.623,0.766,1.887
28.33,-2.704,-3.629,0.766,1.881
28.34,-2.711,-3.620,0.759,1.890
28.35,-2.716,-3.623,0.754,1.887
28.36,-2.707,-3.623,0.763,1.887
28.37,-2.707,-3.617,0.763,1.893
28.38,-2.704,-3.620,0.766,1.890
28.39,-2.707,-3.614,0.763,1.896
28.40,-2.719,-3.617,0.751,1.893
28.41,-2.704,-3.626,0.766,1.884
28.42,-2.711,-3.614,0.759,1.896
28.43,-2.711,-3.614,0.759,1.896
28.44,-2.704,-3.617,0.766,1.893
28.45,-2.723,-3.611,0.747,1.899
28.46,-2.711,-3.614,0.759,1.896
28.47,-2.704,-3.614,0.766,1.896
28.48,-2.716,-3.608,0.754,1.902
28.49,-2.707,-3.602,0.763,1.908
28.50,-2.716,-3.608,0.754,1.902
28.51,-2.713,-3.605,0.757,1.905
28.52,-2.707,-3.599,0.763,1.911
28.53,-2.711,-3.602,0.759,1.908
28.54,-2.711,-3.593,0.759,1.917
28.55,-2.713,-3.596,0.757,1.914
28.56,-2.707,-3.596,0.763,1.914
28.57,-2.711,-3.593,0.759,1.917
28.58,-2.713,-3.602,0.757,1.908
28.59,-2.713,-3.593,0.757,1.917
28.60,-2.711,-3.590,0.759,1.920
28.61,-2.707,-3.602,0.763,1.908
28.62,-2.713,-3.584,0.757,1.926
28.63,-2.716,-3.590,0.754,1.920
28.64,-2.704,-3.599,0.766,1.911
28.65,-2.711,-3.584,0.759,1.926
28.66,-2.711,-3.587,0.759,1.923
28.67,-2.704,-3.584,0.766,1.926
28.68,-2.713,-3.581,0.757,1.929
28.69,-2.704,-3.584,0.766,1.926
28.70,-2.704,-3.575,0.766,1.935
28.71,-2.716,-3.581,0.754,1.929
28.72,-2.704,-3.587,0.766,1.923
28.73,-2.711,-3.572,0.759,1.938
28.74,-2.711,-3.575,0.759,1.935
28.75,-2.704,-3.578,0.766,1.932
28.76,-2.719,-3.572,0.751,1.938
28.77,-2.711,-3.575,0.759,1.935
28.78,-2.704,-3.575,0.766,1.935
28.79,-2.723,-3.569,0.747,1.941
28.80,-2.704,-3.569,0.766,1.941
28.81,-2.704,-3.572,0.766,1.938
28.82,-2.711,-3.566,0.759,1.944
28.83,-2.707,-3.557,0.763,1.953
28.84,-2.716,-3.560,0.754,1.950
28.85,-2.711,-3.566,0.759,1.944
28.86,-2.704,-3.563,0.766,1.947
28.87,-2.713,-3.554,0.757,1.956
28.88,-2.711,-3.560,0.759,1.950
28.89,-2.704,-3.560,0.766,1.950
28.90,-2.713,-3.551,0.757,1.959
28.91,-2.707,-3.548,0.763,1.962
28.92,-2.711,-3.560,0.759,1.950
28.93,-2.716,-3.557,0.754,1.953
28.94,-2.704,-3.548,0.766,1.962
28.95,-2.716,-3.554,0.754,1.956
28.96,-2.713,-3.551,0.757,1.959
28.97,-2.704,-3.548,0.766,1.962
28.98,-2.713,-3.548,0.757,1.962
28.99,-2.711,-3.545,0.759,1.965
29.00,-2.704,-3.539,0.766,1.971
29.01,-2.707,-3.539,0.763,1.971
29.02,-2.711,-3.539,0.759,1.971
29.03,-2.711,-3.545,0.759,1.965
29.04,-2.713,-3.542,0.757,1.968
29.05,-2.711,-3.533,0.759,1.977
29.06,-2.716,-3.548,0.754,1.962
29.07,-2.716,-3.542,0.754,1.968
29.08,-2.704,-3.530,0.766,1.980
29.09,-2.713,-3.536,0.757,1.974
29.10,-2.711,-3.536,0.759,1.974
29.11,-2.704,-3.527,0.766,1.983
29.12,-2.713,-3.527,0.757,1.983
29.13,-2.711,-3.527,0.759,1.983
29.14,-2.704,-3.527,0.766,1.983
29.15,-2.713,-3.524,0.757,1.986
29.16,-2.711,-3.521,0.759,1.989
29.17,-2.704,-3.527,0.766,1.983
29.18,-2.713,-3.521,0.757,1.989
29.19,-2.707,-3.515,0.763,1.995
29.20,-2.711,-3.527,0.759,1.983
29.21,-2.713,-3.521,0.757,1.989
29.22,-2.704,-3.512,0.766,1.998
29.23,-2.716,-3.515,0.754,1.995
29.24,-2.711,-3.518,0.759,1.992
29.25,-2.704,-3.509,0.766,2.001
29.26,-2.719,-3.506,0.751,2.004
29.27,-2.711,-3.515,0.759,1.995
29.28,-2.707,-3.515,0.763,1.995
29.29,-2.723,-3.506,0.747,2.004
29.30,-2.707,-3.512,0.763,1.998
29.31,-2.704,-3.512,0.766,1.998
29.32,-2.723,-3.503,0.747,2.007
29.33,-2.707,-3.509,0.763,2.001
29.34,-2.704,-3.503,0.766,2.007
29.35,-2.716,-3.500,0.754,2.010
29.36,-2.704,-3.503,0.766,2.007
29.37,-2.704,-3.497,0.766,2.013
29.38,-2.716,-3.500,0.754,2.010
29.39,-2.704,-3.506,0.766,2.004
29.40,-2.713,-3.491,0.757,2.019
29.41,-2.716,-3.494,0.754,2.016
29.42,-2.704,-3.503,0.766,2.007
29.43,-2.711,-3.488,0.759,2.022
29.44,-2.713,-3.488,0.757,2.022
29.45,-2.704,-3.500,0.766,2.010
29.46,-2.711,-3.485,0.759,2.025
29.47,-2.713,-3.488,0.757,2.022
29.48,-2.704,-3.488,0.766,2.022
29.49,-2.707,-3.479,0.763,2.031
29.50,-2.713,-3.485,0.757,2.025
29.51,-2.711,-3.485,0.759,2.025
29.52,-2.704,-3.476,0.766,2.034
29.53,-2.713,-3.485,0.757,2.025
29.54,-2.711,-3.482,0.759,2.028
29.55,-2.704,-3.473,0.766,2.037
29.56,-2.711,-3.482,0.759,2.028
29.57,-2.716,-3.476,0.754,2.034
29.58,-2.704,-3.470,0.766,2.040
29.59,-2.716,-3.476,0.754,2.034
29.60,-2.711,-3.476,0.759,2.034
29.61,-2.704,-3.464,0.766,2.046
29.62,-2.716,-3.464,0.754,2.046
29.63,-2.711,-3.473,0.759,2.037
29.64,-2.704,-3.470,0.766,2.040
29.65,-2.719,-3.461,0.751,2.049
29.66,-2.711,-3.467,0.759,2.043
29.67,-2.704,-3.467,0.766,2.043
29.68,-2.716,-3.458,0.754,2.052
29.69,-2.707,-3.461,0.763,2.049
29.70,-2.704,-3.461,0.766,2.049
29.71,-2.711,-3.452,0.759,2.058
29.72,-2.704,-3.455,0.766,2.055
29.73,-2.702,-3.452,0.768,2.058
29.74,-2.707,-3.452,0.763,2.058
29.75,-2.707,-3.458,0.763,2.052
29.76,-2.713,-3.449,0.757,2.061
29.77,-2.707,-3.449,0.763,2.061
29.78,-2.713,-3.458,0.757,2.052
29.79,-2.716,-3.452,0.754,2.058
29.80,-2.704,-3.440,0.766,2.070
29.81,-2.716,-3.446,0.754,2.064
29.82,-2.711,-3.452,0.759,2.058
29.83,-2.702,-3.437,0.768,2.073
29.84,-2.713,-3.437,0.757,2.073
29.85,-2.711,-3.446,0.759,2.064
29.86,-2.704,-3.437,0.766,2.073
29.87,-2.713,-3.434,0.757,2.076
29.88,-2.711,-3.437,0.759,2.073
29.89,-2.704,-3.440,0.766,2.070
29.90,-2.711,-3.428,0.759,2.082
29.91,-2.713,-3.431,0.757,2.079
29.92,-2.702,-3.446,0.768,2.064
29.93,-2.711,-3.425,0.759,2.085
29.94,-2.716,-3.428,0.754,2.082
29.95,-2.702,-3.431,0.768,2.079
29.96,-2.707,-3.419,0.763,2.091
29.97,-2.711,-3.422,0.759,2.088
29.98,-2.707,-3.425,0.763,2.085
29.99,-2.711,-3.419,0.759,2.091
30.00,-2.704,-3.425,0.766,2.085
30.01,-2.713,-3.419,0.757,2.091
30.02,-2.707,-3.425,0.763,2.085
30.03,-2.704,-3.425,0.766,2.085
30.04,-2.723,-3.413,0.747,2.097
30.05,-2.704,-3.422,0.766,2.088
30.06,-2.704,-3.413,0.766,2.097
30.07,-2.716,-3.410,0.754,2.100
30.08,-2.704,-3.416,0.766,2.094
30.09,-2.704,-3.398,0.766,2.112
30.10,-2.704,-3.401,0.766,2.109
30.11,-2.713,-3.413,0.757,2.097
30.12,-2.711,-3.410,0.759,2.100
30.13,-2.704,-3.398,0.766,2.112
30.14,-2.716,-3.407,0.754,2.103
30.15,-2.713,-3.407,0.757,2.103
30.16,-2.704,-3.392,0.766,2.118
30.17,-2.704,-3.392,0.766,2.118
30.18,-2.713,-3.395,0.757,2.115
30.19,-2.704,-3.401,0.766,2.109
30.20,-2.711,-3.386,0.759,2.124
30.21,-2.716,-3.389,0.754,2.121
30.22,-2.704,-3.404,0.766,2.106
30.23,-2.711,-3.383,0.759,2.127
30.24,-2.707,-3.380,0.763,2.130
30.25,-2.707,-3.389,0.763,2.121
30.26,-2.713,-3.389,0.757,2.121
30.27,-2.704,-3.377,0.766,2.133
30.28,-2.716,-3.380,0.754,2.130
30.29,-2.707,-3.383,0.763,2.127
30.30,-2.702,-3.383,0.768,2.127
30.31,-2.713,-3.374,0.757,2.136
30.32,-2.713,-3.377,0.757,2.133
30.33,-2.702,-3.386,0.768,2.124
30.34,-2.713,-3.371,0.757,2.139
30.35,-2.716,-3.368,0.754,2.142
30.36,-2.704,-3.377,0.766,2.133
30.37,-2.711,-3.359,0.759,2.151
30.38,-2.704,-3.365,0.766,2.145
30.39,-2.713,-3.368,0.757,2.142
30.40,-2.711,-3.368,0.759,2.142
30.41,-2.704,-3.368,0.766,2.142
30.42,-2.711,-3.362,0.759,2.148
30.43,-2.707,-3.362,0.763,2.148
30.44,-2.704,-3.374,0.766,2.136
30.45,-2.713,-3.356,0.757,2.154
30.46,-2.716,-3.356,0.754,2.154
30.47,-2.704,-3.359,0.766,2.151
30.48,-2.704,-3.353,0.766,2.157
30.49,-2.704,-3.353,0.766,2.157
30.50,-2.719,-3.353,0.751,2.157
30.51,-2.707,-3.356,0.763,2.154
30.52,-2.704,-3.356,0.766,2.154
30.53,-2.711,-3.347,0.759,2.163
30.54,-2.713,-3.353,0.757,2.157
30.55,-2.704,-3.356,0.766,2.154
30.56,-2.711,-3.341,0.759,2.169
30.57,-2.704,-3.344,0.766,2.166
30.58,-2.707,-3.344,0.763,2.166
30.59,-2.704,-3.347,0.766,2.163
30.60,-2.704,-3.347,0.766,2.163
30.61,-2.716,-3.338,0.754,2.172
30.62,-2.707,-3.341,0.763,2.169
30.63,-2.704,-3.347,0.766,2.163
30.64,-2.711,-3.332,0.759,2.178
30.65,-2.716,-3.335,0.754,2.175
30.66,-2.704,-3.338,0.766,2.172
30.67,-2.704,-3.329,0.766,2.181
30.68,-2.704,-3.329,0.766,2.181
30.69,-2.716,-3.329,0.754,2.181
30.70,-2.707,-3.332,0.763,2.178
30.71,-2.704,-3.332,0.766,2.178
30.72,-2.711,-3.323,0.759,2.187
30.73,-2.716,-3.326,0.754,2.184
30.74,-2.704,-3.335,0.766,2.175
30.75,-2.711,-3.320,0.759,2.190
30.76,-2.704,-3.317,0.766,2.193
30.77,-2.713,-3.317,0.757,2.193
30.78,-2.711,-3.326,0.759,2.184
30.79,-2.704,-3.320,0.766,2.190
30.80,-2.711,-3.314,0.759,2.196
30.81,-2.716,-3.317,0.754,2.193
30.82,-2.704,-3.332,0.766,2.178
30.83,-2.713,-3.308,0.757,2.202
30.84,-2.704,-3.308,0.766,2.202
30.85,-2.713,-3.311,0.757,2.199
30.86,-2.711,-3.317,0.759,2.193
30.87,-2.704,-3.308,0.766,2.202
30.88,-2.707,-3.305,0.763,2.205
30.89,-2.716,-3.308,0.754,2.202
30.90,-2.704,-3.320,0.766,2.190
30.91,-2.711,-3.302,0.759,2.208
30.92,-2.704,-3.296,0.766,2.214
30.93,-2.716,-3.308,0.754,2.202
30.94,-2.711,-3.305,0.759,2.205
30.95,-2.704,-3.296,0.766,2.214
30.96,-2.704,-3.296,0.766,2.214
30.97,-2.716,-3.296,0.754,2.214
30.98,-2.702,-3.305,0.768,2.205
30.99,-2.711,-3.293,0.759,2.217
31.00,-2.707,-3.290,0.763,2.220
31.01,-2.711,-3.296,0.759,2.214
31.02,-2.711,-3.290,0.759,2.220
31.03,-2.704,-3.293,0.766,2.217
31.04,-2.702,-3.284,0.768,2.226
31.05,-2.707,-3.284,0.763,2.226
31.06,-2.707,-3.293,0.763,2.217
31.07,-2.711,-3.288,0.759,2.222
31.08,-2.707,-3.281,0.763,2.229
31.09,-2.704,-3.288,0.766,2.222
31.10,-2.716,-3.281,0.754,2.229
31.11,-2.704,-3.284,0.766,2.226
31.12,-2.702,-3.272,0.768,2.238
31.13,-2.707,-3.272,0.763,2.238
31.14,-2.716,-3.281,0.754,2.229
31.15,-2.711,-3.272,0.759,2.238
31.16,-2.704,-3.278,0.766,2.232
31.17,-2.704,-3.278,0.766,2.232
31.18,-2.713,-3.269,0.757,2.241
31.19,-2.711,-3.269,0.759,2.241
31.20,-2.704,-3.272,0.766,2.238
31.21,-2.711,-3.263,0.759,2.247
31.22,-2.702,-3.269,0.768,2.241
31.23,-2.716,-3.263,0.754,2.247
31.24,-2.711,-3.269,0.759,2.241
31.25,-2.702,-3.269,0.768,2.241
31.26,-2.713,-3.258,0.757,2.252
31.27,-2.713,-3.260,0.757,2.250
31.28,-2.707,-3.260,0.763,2.250
31.29,-2.707,-3.260,0.763,2.250
31.30,-2.702,-3.255,0.768,2.255
31.31,-2.704,-3.251,0.766,2.259
31.32,-2.716,-3.255,0.754,2.255
31.33,-2.704,-3.260,0.766,2.250
31.34,-2.711,-3.251,0.759,2.259
31.35,-2.704,-3.248,0.766,2.262
31.36,-2.707,-3.255,0.763,2.255
31.37,-2.713,-3.248,0.757,2.262
31.38,-2.704,-3.251,0.766,2.259
31.39,-2.702,-3.242,0.768,2.268
31.40,-2.704,-3.239,0.766,2.271
31.41,-2.713,-3.248,0.757,2.262
31.42,-2.711,-3.242,0.759,2.268
31.43,-2.707,-3.242,0.763,2.268
31.44,-2.704,-3.246,0.766,2.264
31.45,-2.711,-3.237,0.759,2.273
31.46,-2.711,-3.237,0.759,2.273
31.47,-2.702,-3.237,0.768,2.273
31.48,-2.707,-3.234,0.763,2.276
31.49,-2.704,-3.237,0.766,2.273
31.50,-2.711,-3.230,0.759,2.280
31.51,-2.713,-3.230,0.757,2.280
31.52,-2.704,-3.242,0.766,2.268
31.53,-2.711,-3.225,0.759,2.285
31.54,-2.702,-3.222,0.768,2.288
31.55,-2.707,-3.225,0.763,2.285
31.56,-2.713,-3.222,0.757,2.288
31.57,-2.702,-3.234,0.768,2.276
31.58,-2.711,-3.219,0.759,2.291
31.59,-2.704,-3.216,0.766,2.294
31.60,-2.713,-3.228,0.757,2.282
31.61,-2.713,-3.219,0.757,2.291
31.62,-2.704,-3.222,0.766,2.288
31.63,-2.704,-3.213,0.766,2.297
31.64,-2.707,-3.209,0.763,2.301
31.65,-2.711,-3.216,0.759,2.294
31.66,-2.713,-3.213,0.757,2.297
31.67,-2.711,-3.216,0.759,2.294
31.68,-2.702,-3.219,0.768,2.291
31.69,-2.711,-3.204,0.759,2.306
31.70,-2.707,-3.204,0.763,2.306
31.71,-2.711,-3.207,0.759,2.303
31.72,-2.704,-3.213,0.766,2.297
31.73,-2.702,-3.209,0.768,2.301
31.74,-2.711,-3.201,0.759,2.309
31.75,-2.704,-3.198,0.766,2.312
31.76,-2.711,-3.209,0.759,2.301
31.77,-2.711,-3.201,0.759,2.309
31.78,-2.702,-3.201,0.768,2.309
31.79,-2.702,-3.192,0.768,2.318
31.80,-2.707,-3.192,0.763,2.318
31.81,-2.716,-3.201,0.754,2.309
31.82,-2.711,-3.192,0.759,2.318
31.83,-2.704,-3.198,0.766,2.312
31.84,-2.702,-3.192,0.768,2.318
31.85,-2.707,-3.186,0.763,2.324
31.86,-2.711,-3.189,0.759,2.321
31.87,-2.713,-3.186,0.757,2.324
31.88,-2.707,-3.192,0.763,2.318
31.89,-2.704,-3.198,0.766,2.312
31.90,-2.711,-3.177,0.759,2.333
31.91,-2.704,-3.180,0.766,2.330
31.92,-2.716,-3.183,0.754,2.327
31.93,-2.707,-3.180,0.763,2.330
31.94,-2.702,-3.186,0.768,2.324
31.95,-2.707,-3.174,0.763,2.336
31.96,-2.707,-3.171,0.763,2.339
31.97,-2.707,-3.183,0.763,2.327
31.98,-2.716,-3.171,0.754,2.339
31.99,-2.704,-3.177,0.766,2.333
32.00,-2.702,-3.174,0.768,2.336
32.01,-2.704,-3.165,0.766,2.345
32.02,-2.704,-3.174,0.766,2.336
32.03,-2.716,-3.168,0.754,2.342
32.04,-2.711,-3.168,0.759,2.342
32.05,-2.702,-3.177,0.768,2.333
32.06,-2.711,-3.162,0.759,2.348
32.07,-2.704,-3.162,0.766,2.348
32.08,-2.704,-3.159,0.766,2.351
32.09,-2.716,-3.159,0.754,2.351
32.10,-2.704,-3.165,0.766,2.345
32.11,-2.711,-3.165,0.759,2.345
32.12,-2.704,-3.156,0.766,2.354
32.13,-2.702,-3.156,0.768,2.354
32.14,-2.704,-3.153,0.766,2.357
32.15,-2.716,-3.153,0.754,2.357
32.16,-2.711,-3.150,0.759,2.360
32.17,-2.707,-3.156,0.763,2.354
32.18,-2.702,-3.156,0.768,2.354
32.19,-2.711,-3.144,0.759,2.366
32.20,-2.704,-3.144,0.766,2.366
32.21,-2.716,-3.144,0.754,2.366
32.22,-2.707,-3.141,0.763,2.369
32.23,-2.704,-3.156,0.766,2.354
32.24,-2.711,-3.138,0.759,2.372
32.25,-2.707,-3.138,0.763,2.372
32.26,-2.702,-3.144,0.768,2.366
32.27,-2.716,-3.138,0.754,2.372
32.28,-2.713,-3.141,0.757,2.369
32.29,-2.704,-3.138,0.766,2.372
32.30,-2.707,-3.138,0.763,2.372
32.31,-2.704,-3.138,0.766,2.372
32.32,-2.711,-3.129,0.759,2.381
32.33,-2.711,-3.129,0.759,2.381
32.34,-2.711,-3.135,0.759,2.375
32.35,-2.711,-3.129,0.759,2.381
32.36,-2.704,-3.129,0.766,2.381
32.37,-2.702,-3.123,0.768,2.387
32.38,-2.707,-3.123,0.763,2.387
32.39,-2.704,-3.126,0.766,2.384
32.40,-2.723,-3.120,0.747,2.390
32.41,-2.713,-3.123,0.757,2.387
32.42,-2.702,-3.123,0.768,2.387
32.43,-2.707,-3.123,0.763,2.387
32.44,-2.702,-3.114,0.768,2.396
32.45,-2.711,-3.111,0.759,2.399
32.46,-2.704,-3.117,0.766,2.393
32.47,-2.711,-3.123,0.759,2.387
32.48,-2.711,-3.114,0.759,2.396
32.49,-2.704,-3.117,0.766,2.393
32.50,-2.704,-3.114,0.766,2.396
32.51,-2.707,-3.105,0.763,2.405
32.52,-2.702,-3.111,0.768,2.399
32.53,-2.711,-3.105,0.759,2.405
32.54,-2.711,-3.105,0.759,2.405
32.55,-2.702,-3.105,0.768,2.405
32.56,-2.707,-3.111,0.763,2.399
32.57,-2.704,-3.108,0.766,2.402
32.58,-2.707,-3.096,0.763,2.414
32.59,-2.707,-3.096,0.763,2.414
32.60,-2.702,-3.105,0.768,2.405
32.61,-2.719,-3.093,0.751,2.417
32.62,-2.707,-3.096,0.763,2.414
32.63,-2.702,-3.096,0.768,2.414
32.64,-2.707,-3.096,0.763,2.414
32.65,-2.702,-3.093,0.768,2.417
32.66,-2.707,-3.087,0.763,2.423
32.67,-2.704,-3.087,0.766,2.423
32.68,-2.711,-3.093,0.759,2.417
32.69,-2.713,-3.090,0.757,2.420
32.70,-2.702,-3.087,0.768,2.423
32.71,-2.711,-3.087,0.759,2.423
32.72,-2.707,-3.084,0.763,2.426
32.73,-2.704,-3.087,0.766,2.423
32.74,-2.711,-3.081,0.759,2.429
32.75,-2.704,-3.078,0.766,2.432
32.76,-2.713,-3.078,0.757,2.432
32.77,-2.713,-3.078,0.757,2.432
32.78,-2.702,-3.087,0.768,2.423
32.79,-2.711,-3.081,0.759,2.429
32.80,-2.704,-3.072,0.766,2.438
32.81,-2.702,-3.075,0.768,2.435
32.82,-2.707,-3.066,0.763,2.444
32.83,-2.702,-3.066,0.768,2.444
32.84,-2.716,-3.066,0.754,2.444
32.85,-2.713,-3.066,0.757,2.444
32.86,-2.702,-3.075,0.768,2.435
32.87,-2.707,-3.069,0.763,2.441
32.88,-2.704,-3.066,0.766,2.444
32.89,-2.702,-3.060,0.768,2.450
32.90,-2.704,-3.060,0.766,2.450
32.91,-2.702,-3.063,0.768,2.447
32.92,-2.713,-3.057,0.757,2.453
32.93,-2.716,-3.057,0.754,2.453
32.94,-2.707,-3.054,0.763,2.456
32.95,-2.704,-3.057,0.766,2.453
32.96,-2.702,-3.069,0.768,2.441
32.97,-2.711,-3.054,0.759,2.456
32.98,-2.704,-3.045,0.766,2.465
32.99,-2.702,-3.048,0.768,2.462
33.00,-2.704,-3.048,0.766,2.462
33.01,-2.704,-3.048,0.766,2.462
33.02,-2.716,-3.045,0.754,2.465
33.03,-2.713,-3.045,0.757,2.465
33.04,-2.702,-3.051,0.768,2.459
33.05,-2.707,-3.048,0.763,2.462
33.06,-2.702,-3.042,0.768,2.468
33.07,-2.707,-3.033,0.763,2.477
33.08,-2.704,-3.039,0.766,2.471
33.09,-2.702,-3.045,0.768,2.465
33.10,-2.707,-3.033,0.763,2.477
33.11,-2.711,-3.033,0.759,2.477
33.12,-2.711,-3.033,0.759,2.477
33.13,-2.711,-3.039,0.759,2.471
33.14,-2.704,-3.042,0.766,2.468
33.15,-2.711,-3.036,0.759,2.474
33.16,-2.704,-3.033,0.766,2.477
33.17,-2.702,-3.021,0.768,2.489
33.18,-2.707,-3.021,0.763,2.489
33.19,-2.702,-3.030,0.768,2.480
33.20,-2.707,-3.021,0.763,2.489
33.21,-2.711,-3.021,0.759,2.489
33.22,-2.711,-3.021,0.759,2.489
33.23,-2.711,-3.021,0.759,2.489
33.24,-2.702,-3.024,0.768,2.486
33.25,-2.713,-3.021,0.757,2.489
33.26,-2.704,-3.018,0.766,2.492
33.27,-2.702,-3.021,0.768,2.489
33.28,-2.707,-3.009,0.763,2.501
33.29,-2.704,-3.009,0.766,2.501
33.30,-2.702,-3.006,0.768,2.504
33.31,-2.707,-3.009,0.763,2.501
33.32,-2.713,-3.015,0.757,2.495
33.33,-2.719,-3.006,0.751,2.504
33.34,-2.704,-3.009,0.766,2.501
33.35,-2.702,-3.006,0.768,2.504
33.36,-2.704,-3.009,0.766,2.501
33.37,-2.702,-3.015,0.768,2.495
33.38,-2.711,-2.997,0.759,2.513
33.39,-2.704,-2.997,0.766,2.513
33.40,-2.702,-2.997,0.768,2.513
33.41,-2.704,-2.994,0.766,2.516
33.42,-2.702,-2.997,0.768,2.513
33.43,-2.716,-2.994,0.754,2.516
33.44,-2.716,-2.991,0.754,2.519
33.45,-2.711,-2.997,0.759,2.513
33.46,-2.707,-2.991,0.763,2.519
33.47,-2.702,-2.994,0.768,2.516
33.48,-2.711,-2.991,0.759,2.519
33.49,-2.704,-2.991,0.766,2.519
33.50,-2.702,-2.991,0.768,2.519
33.51,-2.711,-2.982,0.759,2.528
33.52,-2.702,-2.982,0.768,2.528
33.53,-2.702,-2.979,0.768,2.531
33.54,-2.704,-2.979,0.766,2.531
33.55,-2.704,-2.985,0.766,2.525
33.56,-2.716,-2.976,0.754,2.534
33.57,-2.713,-2.976,0.757,2.534
33.58,-2.713,-2.973,0.757,2.537
33.59,-2.707,-2.976,0.763,2.534
33.60,-2.702,-2.985,0.768,2.525
33.61,-2.711,-2.976,0.759,2.534
33.62,-2.704,-2.979,0.766,2.531
33.63,-2.702,-2.973,0.768,2.537
33.64,-2.707,-2.967,0.763,2.543
33.65,-2.704,-2.973,0.766,2.537
33.66,-2.711,-2.964,0.759,2.546
33.67,-2.704,-2.961,0.766,2.549
33.68,-2.702,-2.961,0.768,2.549
33.69,-2.704,-2.961,0.766,2.549
33.70,-2.704,-2.967,0.766,2.543
